"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"34/000191";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTAL BÉCARES";"Calle C/ CARDENAL ALMARAZ Nº 17";"34005";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979752413";"625377146";"979741189";"alojamientosbecares@gmail.com";"";"";"";"9";"";"";"";
"47/000275";"Hostal";"1ª - 1 Estrella";"";"RESIDENCIA MARISTA CHAMPAGNAT";"AVENIDA MADRID, Nº 66";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983476162";"";"";"secpro@maristascompostela.org";"";"";"";"70";"-4,728386";"41,60668";"Si";
"24/000553";"Pensión";"Categoría única";"";"BED  & BREAKFAST VENECIA";"Calle 22 PEÑA PICON, 2 2";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"629206074";"";"";"info@lacasadeleo.es";"www.lacasadeleo.es";"";"";"8";"-6,814568";"42,603018";"";
"49/000218";"Hostal Residencia";"2ª - 2 Estrellas";"";"SOL";"Calle Benavente 2  3º";"49014";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"699141829";"";"";"hostalsol@outlook.com";"www.hostalsol@outlook.com";"";"";"32";"-5,74407";"41,505876";"Si";
"24/000554";"Hostal";"2ª - 2 Estrellas";"";"SAN NICOLAS EL REAL";"TRAVESÍA SAN NICOLAS, 3";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987566529";"696978653";"";"OSARROXOS@GMAIL.COM";"WWW.SANNICOLASELREAL.COM";"";"";"23";"";"";"";
"40/000223";"Hostal";"2ª - 2 Estrellas";"";"THE FACTORY RESIDENCE HALL";"Calle LOS VARGAS 17";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921424650";"";"";"reservas@factoryresidence.com";"www.factoryresidence.com";"";"";"180";"-4,111347";"40,952182";"Si";
"24/000555";"Pensión";"Categoría única";"";"LA CANDILEIRA";"Calle LA CARRETERA 6";"24433";"León";"Valle de Ancares";"CANDIN";"CANDIN";"9875644274";"617194582";"";"alberguecandin@hotmail.com";"";"";"";"3";"-6,725809";"42,81862";"";
"47/000276";"Hostal Residencia";"1ª - 1 Estrella";"";"THE BOOK FACTORY HOSTEL";"Calle PARAISO 8";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983181102";"";"";"thebookfactory@gaiarooms.com";"WWW.GAIAROOMS.COM";"";"";"48";"-4,7208333";"41,6541667";"Si";
"24/000556";"Hotel Apartamento";"1ª - 1 Estrella";"";"SANTOS OVEJERO";"C/ SANTOS OVEJERO, 15";"24008";"León";"León";"LEON";"LEON";"987261846";"669790307";"";"administracion@grupo-poblacion.com";"";"";"";"13";"-5,583683";"42,609091";"Si";
"24/000558";"Pensión";"Categoría única";"";"LES BEDULES";"Carretera NACIONAL 625 s/n";"24916";"León";"Oseja de Sajambre";"OSEJA DE SAJAMBRE";"OSEJA DE SAJAMBRE";"987740348";"";"";"";"";"";"";"12";"";"";"";
"34/000192";"Pensión";"Categoría única";"";"PENSIÓN LA VÍA LÁCTEA";"Calle C/  Carremonzon, 2 - esc. 1 - 1º. C";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810282";"696009803";"";"hostalcamino@hotmail.com";"";"";"";"8";"-4,406604";"42,266143";"";
"40/000224";"Hotel";"5ª - 5 Estrellas";"";"AUREA CONVENTO CAPUCHINOS";"Plaza CAPUCHINOS 2";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921415250";"673661504";"";"reservas@aureaconventocapuchinos.com";"www.aureahotels.com";"";"";"120";"";"";"Si";
"37/000396";"Residencia Apartamento";"2ª - 2 Estrellas";"";"CASABLANCA";"Carretera Ctrª de Madrid, 117";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923138404";"620201447";"";"rmmartin27@hotmail.com";"";"";"";"46";"";"";"Si";
"49/000220";"Hotel";"3ª - 3 Estrellas";"";"SAN GIL PLAZA";"Plaza Plaza Maestro Haedo 5";"49002";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980048470";"675449278";"";"inforeservas@sangilplaza.es";"www.sangilplaza.es";"";"";"14";"-5,744547";"41,503811";"Si";
"24/000560";"Pensión";"Categoría única";"";"LA  POUSADA";"Calle CAMPO DE LA FERIA 2";"24525";"León";"Balboa";"BALBOA";"BALBOA";"987000000";"";"";"";"";"";"";"6";"";"";"";
"05/000197";"Hotel";"4ª - 4 Estrellas";"";"HOTEL BOUTIQUE MARIA PACHECO";"Calle TOMÁS LUIS DE VICTORIA 7";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920337805";"625136014";"";"LUISKARLG@HOTMAIL.COM";"";"";"";"31";"-4,69881";"40,65664";"Si";
"09/000436";"Pensión";"Categoría única";"";"EL SOTO";"Calle San MIguel, 20";"09370";"Burgos";"Quintana del Pidio";"QUINTANA DEL PIDIO";"QUINTANA DEL PIDIO";"605447784";"";"";"danielsierra@hotmail.com";"";"";"";"26";"-3,750562";"41,759777";"Si";
"37/000397";"Pensión";"Categoría única";"";"SABI";"C/ Pozo Amarillo, 36, 2º";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"616074421";"";"";"angela13hbl@yahoo.es";"www.residenciamixtauniversitaria.es";"";"";"15";"";"";"";
"49/000223";"Pensión";"Categoría única";"";"LA TRAPERÍA";"Calle del Agujero de San Andrés 10";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"650586211";"";"";"pensionlatraperia@gmail.com";"www.pensionlatraperia.com";"";"";"6";"-5,678148";"41,998198";"Si";
"09/000438";"Pensión";"Categoría única";"";"CALIMA";"Calle Doctor Aurelio Alemán, 1  1º izda.";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205134";"649177344";"";"admin@borealhoteles.com";"";"";"";"9";"-3,69544";"42,34236";"Si";
"37/000398";"Pensión";"Categoría única";"";"LOS REALES";"Calle SALAMANCA 2";"37439";"Salamanca";"Castellanos de Moriscos";"CASTELLANOS DE MORISCOS";"CASTELLANOS DE MORISCOS";"649456882";"632077310";"";"realeshotel@gmail.com";"";"";"";"7";"-5,3639";"41,00353";"";
"09/000439";"Pensión";"Categoría única";"";"VIRGEN DE VEGA";"CL/SAN PEDRO, 14";"09614";"Burgos";"Huerta de Arriba";"HUERTA DE ARRIBA";"HUERTA DE ARRIBA";"947383459";"689732636";"";"beatriz_ha@hotmail.com";"";"";"";"12";"-3,082564";"42,117137";"";
"40/000225";"Hostal Residencia";"1ª - 1 Estrella";"";"LA CHATA";"Calle EMBAJADORES, 3";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921470451";"619252613";"";"acmlachata@gmail.com";"";"";"";"20";"";"";"Si";
"24/000564";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTAL CAMPONARAYA";"Avenida AVDA CAMINO DE SANTIAGO, 50";"24410";"León";"Camponaraya";"CAMPONARAYA";"CAMPONARAYA";"619279931";"";"";"";"";"";"";"8";"-6,671777";"42,580869";"";
"24/000565";"Pensión";"Categoría única";"";"CASA PRIETO";"C/ LA ESTACIÓN, Nº 18";"24398";"León";"Congosto";"SAN MIGUEL DE LAS DUEÑAS";"SAN MIGUEL DE LAS DUEÑAS";"987457570";"629980075";"";"CBRPRIETO@HOTMAIL.COM";"";"";"";"11";"";"";"";
"40/000226";"Pensión";"Categoría única";"";"HÄB URBAN HOSTEL";"Calle CERVANTES 16";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921461026";"616420360";"";"info@habhostel.com";"";"";"";"17";"-4,1194444";"40,9477778";"";
"24/000567";"Hostal Residencia";"1ª - 1 Estrella";"";"CAMELOT";"FORNELA, 3";"24420";"León";"Fabero";"FABERO";"FABERO";"987568616";"";"";"";"";"";"";"33";"";"";"";
"24/000568";"Pensión";"Categoría única";"";"LAS ROCAS";"Carretera ANTIGUA NACIONAL VI, CAMINO DE SANTIAGO";"24520";"León";"Vega de Valcarce";"VEGA DE VALCARCE";"VEGA DE VALCARCE";"987543208";"677301641";"";"MESONSLASROCAS@GMAIL.COM";"";"";"";"6";"-6,944016";"42,664415";"Si";
"49/000224";"Hotel";"1ª - 1 estrella";"";"VICTORIA";"Calle Las Ánimas 20";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620012";"605889174";"";"paulapuebla@gmail.com";"www.hotelvictoriapuebla.es";"";"";"14";"";"";"";
"09/000440";"Pensión";"Categoría única";"";"CASA JULITA";"CL/SAN JOSÉ, 10";"09650";"Burgos";"Villaespasa";"VILLAESPASA";"VILLAESPASA";"674691904";"";"";"andresmartinez63@hotmail.es";"";"";"";"8";"-3,404733";"42,098149";"";
"47/000278";"Hotel";"5ª - 5 Estrellas";"";"CASTILLA TERMAL VALBUENA";"Calle MONASTERIO SN";"47359";"Valladolid";"Valbuena de Duero";"SAN BERNARDO";"SAN BERNARDO";"983683040";"";"";"info@castillatermal.com";"www.castillatermal.com";"";"";"152";"-4,262051";"41,629712";"Si";
"37/000399";"Hostal";"1ª - 1 Estrella";"";"VALVERDE";"C/  ESCUELAS, 5";"37255";"Salamanca";"Barruecopardo";"BARRUECOPARDO";"BARRUECOPARDO";"623507155";"";"";"";"";"";"";"18";"";"";"";
"24/000569";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAMAGRANDE SIGLO XIX";"Calle SANTA MARIA 2";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"629271846";"";"";"";"";"";"";"18";"-6,725786";"42,599499";"";
"09/000441";"Hotel";"3ª - 3 Estrellas";"";"BOUTIQUE MUSEO";"CL/RAMÓN Y CAJAL, 10";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947257360";"";"";"info@hotelboutiquemuseo.com";"www.hotelboutiquemuseo.com";"";"";"39";"-3,695194";"42,339733";"Si";
"05/000198";"Hostal Residencia";"2ª - 2 Estrellas";"";"YESSY";"Calle C/ UMBRIA, 12/18";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"635787535";"687409477";"";"";"";"";"";"23";"";"";"Si";
"24/000571";"Hostal";"2ª - 2 Estrellas";"";"NRUTA PONFERRADA";"Calle CAMINO REAL, Nº 1";"24318";"León";"Bembibre";"SAN ROMAN DE BEMBIBRE";"SAN ROMAN DE BEMBIBRE";"987510216";"";"";"FIGRAN@GMAIL.COM";"";"";"";"36";"";"";"Si";
"24/000572";"Pensión";"Categoría única";"";"IMPRENTA MUSICAL";"Calle  LOPEZ PELAEZ 8";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987045704";"658974818";"";"HOTELIMPRENTAMUSICAL@GMAIL.COM";"";"";"";"45";"";"";"Si";
"24/000573";"Pensión";"Categoría única";"";"EL PUENTE DEL PEREGRINO";"C/ CAMINO SANTIAGO, Nº 153";"24523";"León";"Trabadelo";"TRABADELO";"TRABADELO";"987566500";"";"";"elpuenteperegrino@yahoo.com";"";"";"";"5";"";"";"";
"49/000226";"Hostal";"1ª - 1 Estrella";"";"SAN ISIDRO";"Carretera Tordesillas 47";"49022";"Zamora";"Zamora";"ZAMORA";"*DISEMINADO*";"980519421";"615383224";"";"juliocasadoclemente@hotmail.com";"";"";"";"21";"-5,704917";"41,527237";"";
"09/000442";"Pensión";"Categoría única";"";"LAS PEÑAS";"Avenida AVDA/PADRE CARRO, 23";"09451";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"947534404";"647011480";"";"";"";"";"";"14";"-3,48683";"41,827351";"Si";
"05/000200";"Hostal Residencia";"1ª - 1 Estrella";"";"DOÑA JUANA";"Calle C/ SAN MILLAN, 3";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920048675";"920202583";"607371300";"hostaldjuana7@gmail.com";"www.doñajuana.es";"";"";"29";"";"";"Si";
"09/000443";"Pensión";"Categoría única";"";"DOLORES";"Urbanización la Esquila, 45";"09197";"Burgos";"Alfoz de Quintanadueñas";"VILLARMERO";"VILLARMERO";"947294841";"665889876";"665889875";"lolagonzalez1976@hotmail.com";"";"";"";"7";"";"";"";
"37/000400";"Hotel";"4ª - 4 Estrellas";"4#Con historia#|";"EUROSTARS FUERTE DE LA CONCEPCION";"Avenida  DE PORTUGAL, SN";"37488";"Salamanca";"Aldea del Obispo";"ALDEA DEL OBISPO";"ALDEA DEL OBISPO";"923109990";"";"";"recepcion@eurostarsfuertedelaconcepcion.com";"www.eurostarshotels.com";"";"";"70";"-6,80333";"40,70636";"Si";
"37/000401";"Hostal";"1ª - 1 Estrella";"";"EXTREMEÑO";"Calle MANSILLA, 27";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923402724";"";"";"ancalzado@hotmail.com";"";"";"";"17";"";"";"";
"24/000574";"Pensión";"Categoría única";"";"REGUERA DEL ARCO";"Calle REGUERA DEL ARCO s/n";"24110";"León";"Villablino";"CABOALLES DE ABAJO";"CABOALLES DE ABAJO";"987490722";"";"";"";"";"";"";"14";"-6,383528";"42,949039";"";
"24/000575";"Hostal";"1ª - 1 Estrella";"";"CASA EL RELOJ";"Avenida FRAGA IRIBARNE S/N";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453124";"647376261";"";"RESERVAS@MOLINASECA.COM";"";"";"";"17";"";"";"";
"34/000195";"Hostal";"1ª - 1 Estrella";"";"HOSTAL TIA GOYA";"Calle  LAS ERAS 3";"34888";"Palencia";"Velilla del Río Carrión";"CAMPORREDONDO DE ALBA";"CAMPORREDONDO DE ALBA";"979866032";"637851697";"";"";"";"";"";"14";"-4,747229";"42,895027";"Si";
"49/000227";"Hotel";"3ª - 3 Estrellas";"";"ARES";"Plaza Puentica 2";"49031";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980551983";"609275599";"";"info@areszamora.com";"www.areszamora.com";"";"";"111";"";"";"Si";
"24/000577";"Pensión";"Categoría única";"";"MISERICORDIA ALBANY";"Calle MISERICORDIA,11";"24003";"León";"León";"LEON";"LEON";"987078811";"";"";"";"";"";"";"8";"";"";"";
"24/000578";"Pensión";"Categoría única";"";"POZO ALBANY";"Calle POZO, 7";"24003";"León";"León";"LEON";"LEON";"987078811";"";"";"";"";"";"";"8";"";"";"";
"24/000579";"Pensión";"Categoría única";"";"CASA CUEVAS";"Calle TRAVESÍA DEL CARES";"24915";"León";"Posada de Valdeón";"CAIN DE VALDEON";"CAIN DE VALDEON";"987740500";"";"";"";"";"";"";"9";"";"";"";
"09/000444";"Hostal";"1ª - 1 Estrella";"";"LA FUENTE";"CL/Santa Marina, 17";"09130";"Burgos";"Rabé de las Calzadas";"RABE DE LAS CALZADAS";"RABE DE LAS CALZADAS";"947451191";"605135464";"";"info@hostalfuentederabe.com";"";"";"";"6";"";"";"Si";
"24/000580";"Hostal";"1ª - 1 Estrella";"";"ECOROOMS";"Calle LA CEPEDA 12  BJ D";"24008";"León";"León";"LEON";"LEON";"987253808";"";"";"MARGA@GARCIADECELIS.COM";"";"";"";"10";"-5,565439";"42,618175";"";
"47/000280";"Hostal";"2ª - 2 Estrellas";"";"LA MORADA";"Avenida LOS ÁLAMOS S/N";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"679451631";"";"";"info@hostallamorada.com";"www.hostallamorada.com";"";"";"36";"-4,6735";"41,6";"Si";
"24/000582";"Hostal";"1ª - 1 Estrella";"";"EL TRASGU DE FONCEBADON";"Calle C/ REAL, S/N";"24722";"León";"Santa Colomba de Somoza";"FONCEBADON";"FONCEBADON";"987053877";"681102716";"";"ELTRASGUDEFONCEBADON@GMAIL.COM1";"";"";"";"8";"-6,342854";"42,491364";"Si";
"47/000281";"Hotel";"3ª - 3 Estrellas";"";"PUERTA DEL ARCO";"Avenida AVENIDA VALLADOLID, 2";"47320";"Valladolid";"Tudela de Duero";"TUDELA DE DUERO";"TUDELA DE DUERO";"983521978";"699903433";"";"hotelpuertadelarco@hotelpuertadelarco.com";"";"";"";"16";"";"";"Si";
"24/000583";"Hostal";"1ª - 1 Estrella";"";"CASA SAN NICOLAS";"Calle LA IGLESIA 43";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453188";"630111846";"645562008";"CASASANNICOLAS@OUTLOOK.COM";"";"";"";"12";"";"";"";
"09/000446";"Pensión";"Categoría única";"";"EL PALOMAR DE ATAPUERCA";"Calle Revilla, 6";"09199";"Burgos";"Atapuerca";"ATAPUERCA";"ATAPUERCA";"947400601";"";"";"borromeohostelera@gmail.com";"www.elpalomardeatapuerca.com";"";"";"12";"-3,507333";"42,375515";"";
"40/000228";"Hotel Apartamento";"2ª - 2 Estrellas";"";"LAS CASITAS";"Autovia DEL NORTE, SALIDA 115-118";"40560";"Segovia";"Boceguillas";"BOCEGUILLAS";"BOCEGUILLAS";"921543280";"693418027";"921543703";"areadeboceguillas@hotmail.com";"";"";"";"36";"";"";"Si";
"24/000584";"Hostal";"1ª - 1 Estrella";"";"CERECEDO";"Calle LAS ESCUELAS, 1";"24009";"León";"León";"TROBAJO DEL CERECEDO";"TROBAJO DEL CERECEDO";"676636634";"";"";"pcerecedo1@hotmail.com";"";"";"";"32";"";"";"";
"47/000282";"Hostal";"2ª - 2 Estrellas";"4#Con historia#|";"CASA DEL ARTE";"Calle CAÑUELO 1";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"619416787";"660500508";"";"CASADELARTE2020@GMAIL.COM";"";"";"";"12";"";"";"Si";
"24/000585";"Pensión";"Categoría única";"";"ANCHA ALBANY";"Calle LA PALOMA 13  1º";"24003";"León";"León";"LEON";"LEON";"987078811";"";"";"info@albanyleon.com";"";"";"";"8";"";"";"";
"42/000307";"Hostal";"1ª - 1 Estrella";"";"GARGAL";"Calle  NUEVA, 5-1º";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"976645956";"639728829";"";"reservas@hostalgargal.es";"www.hostalgargal.es";"";"";"10";"";"";"";
"05/000202";"Hostal";"2ª - 2 Estrellas";"";"CASA DOÑA LIGIA";"Travesía AYUNTAMIENTO 7";"05461";"Ávila";"Mijares";"MIJARES";"MIJARES";"920385015";"";"";"";"";"";"";"14";"";"";"";
"34/000196";"Hostal";"1ª - 1 Estrella";"";"HOSTAL ALDA PALENCIA PLAZA";"Calle MUJER PALENTINA 5";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"722191401";"722191401";"";"mariamartinez@aldahotels.com";"";"";"";"37";"-4,530157";"42,008528";"";
"09/000447";"Pensión";"Categoría única";"";"URBAN BURGOS";"Calle Miranda, 12  1º izda";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947208810";"";"";"reservas@urbanburgos.com";"www.urbanburgos.com";"";"";"8";"-3,6997769";"42,3381939";"";
"09/000448";"Hostal";"2ª - 2 Estrellas";"";"LA MORUGA";"Calle Espolón 24";"09640";"Burgos";"Hortigüela";"HORTIGÜELA";"HORTIGÜELA";"947115003";"";"";"fernandoblanco@tabernarural.com";"www.tabernarural.com";"";"";"12";"-3,4253499";"42,0686899";"";
"24/000587";"Pensión";"Categoría única";"";"EL DESCANSO DE WENDY";"Calle MATADERO VIEJO 11";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987617854";"";"";"INFO@ELDESCANSODEWENDY.COM";"WWW.ELDESCANSODEWENDY.COM";"";"";"12";"-6,059257";"42,457982";"";
"09/000449";"Hotel";"3ª - 3 Estrellas";"6#Enoturismo#|";"RAÍZ";"Carretera Circunvalación, R 30";"09300";"Burgos";"Roa";"ROA";"ROA";"947541191";"681189671";"";"cayetana.santos@raizyparamodeguzman.es";"";"";"";"14";"-3,923838";"41,701456";"";
"24/000588";"Hostal";"1ª - 1 Estrella";"";"LA CANDELA";"Calle DE ABAJO S/n";"24722";"León";"Santa Colomba de Somoza";"RABANAL DEL CAMINO";"RABANAL DEL CAMINO";"987691810";"";"";"";"";"";"";"12";"-6,276863";"42,479743";"Si";
"42/000308";"Hostal";"2ª - 2 Estrellas";"";"LOS CABAÑEROS";"Calle REAL 21";"42190";"Soria";"Soria";"CASAS (LAS)";"CASAS (LAS)";"649990122";"";"";"";"";"";"";"12";"";"";"";
"49/000228";"Hostal";"1ª - 1 Estrella";"";"PIRATA STREET FOOD";"Plaza Bollos de Hito 8";"49800";"Zamora";"Toro";"TORO";"TORO";"980046019";"663903902";"";"DAVID_CASTROGONZALO@HOTMAIL.COM";"";"";"";"18";"";"";"";
"34/000197";"Hostal";"1ª - 1 Estrella";"";"PLAZA MAYOR";"Calle ADOLFO SUAREZ 2";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"629935034";"";"";"";"";"";"";"26";"";"";"";
"47/000283";"Hostal";"1ª - 1 Estrella";"";"LA MESNADITA";"Plaza SAN JULIÁN 2";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983601223";"629046108";"";"";"www.granposadalamesnada.com";"";"";"6";"";"";"";
"49/000229";"Hotel";"2ª - 2 Estrellas";"";"HOSTERÍA REAL DE ZAMORA";"Cuesta PIZARRO 7";"49026";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980045031";"";"";"hosteriarealzamora@gmail.com";"www.hosteriarealdezamora.es";"";"";"47";"";"";"";
"24/000589";"Pensión";"Categoría única";"";"EL DESCANSO DE GAIA";"Calle CALVARIO 31";"24722";"León";"Santa Colomba de Somoza";"RABANAL DEL CAMINO";"RABANAL DEL CAMINO";"606004470";"";"";"ELDESCANSODEGAIA@GMAIL.COM";"WWW.ELDESCANSODEGAIA.COM";"";"";"7";"-6,285059";"42,481563";"";
"24/000590";"Pensión";"Categoría única";"";"LA CASITA DE TEROBE";"Calle CIMADEVILLA 72";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987546101";"";"";"info@moncloadesanlazaro.com";"";"";"";"5";"-6,718963";"42,599625";"";
"24/000593";"Hostal";"1ª - 1 Estrella";"";"SAINT JAMES WAY";"Calle SANTA MARIA 60";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987037871";"649159779";"";"javierbdep@gmail.com";"";"";"";"9";"";"";"Si";
"05/000203";"Hostal";"1ª - 1 Estrella";"";"LA  SOLANA";"Calle SOLOMANDO 2";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"920060661";"";"";"langadu@hotmail.com";"";"";"";"10";"-5,0905556";"40,2080556";"Si";
"49/000230";"Hotel";"3ª - 3 Estrellas";"";"DE ALBA";"Carretera Alcañices 126";"49165";"Zamora";"Muelas del Pan";"RICOBAYO DE ALBA";"RICOBAYO DE ALBA";"980562261";"630070023";"";"info@hoteldealba.es";"www.hoteldealba.es";"";"";"32";"-5,989765";"41,535476";"Si";
"24/000595";"Pensión";"Categoría única";"";"CASA MIGUEL Y SALLY";"Calle LA FUENTE 28";"24217";"León";"Villanueva de las Manzanas";"VILLANUEVA DE LAS MANZANAS";"VILLANUEVA DE LAS MANZANAS";"616460673";"";"";"";"";"";"";"25";"-5,48334";"42,471513";"Si";
"37/000406";"Hotel";"3ª - 3 Estrellas";"";"CASA BELETRI";"Carretera DE LA ESTACIÓN 33  BJº";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923403118";"605806061";"";"info@hotelcasabeletri.com";"www.hotelcasabeletri.com";"";"";"50";"-5,779295";"40,384187";"Si";
"40/000229";"Pensión";"Categoría única";"";"MERCHE";"Calle ANGOSTA 1  2";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921508656";"659454529";"";"MARGULA@TELEFONICA.NET";"";"";"";"6";"";"";"";
"37/000407";"Hostal";"1ª - 1 Estrella";"";"HOSPEDERIA CASTILLA PLAZA MAYOR";"Plaza MAYOR 15";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460664";"676192448";"";"";"";"";"";"18";"";"";"Si";
"24/000596";"Pensión";"Categoría única";"";"CATEDRAL";"Calle LA PALOMA 13  2º I";"24003";"León";"León";"LEON";"LEON";"987043848";"";"";"mariajose.alvarezcasais@gmail.com";"";"";"";"8";"-5,567401";"42,598742";"";
"05/000204";"Hostal";"1ª - 1 Estrella";"";"EL VENERO";"Calle CARRETERA DE CASILLAS 107";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"639273611";"";"";"";"";"";"";"27";"";"";"Si";
"09/000451";"Pensión";"Categoría única";"";"BOOMERANG COTTAGE";"Calle Principal, 55";"09290";"Burgos";"Quintanapalla";"QUINTANAPALLA";"QUINTANAPALLA";"947461977";"695152707";"";"rodrigo.gomez.alzaga@gmail.com";"";"";"";"10";"-3,5335211";"42,4086481";"Si";
"49/000231";"Hostal";"1ª - 1 Estrella";"";"GEMI";"Calle JUAN II 10A  1º";"49011";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980650706";"682881270";"";"hostalgemizamora@gmail.com";"www.hostalgemi.es";"";"";"17";"-5,7398056";"41,5108889";"";
"09/000452";"Hotel";"1ª - 1 estrella";"";"LA HUELLA DEL CAMINO";"Calle Mayor, 49";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947564748";"";"";"albergueasantiago@hotmail.com";"";"";"";"24";"-3,1891667";"42,4208333";"";
"09/000454";"Hostal";"1ª - 1 Estrella";"";"MUÑALBA";"Calle Colegio Juventus, 10";"09670";"Burgos";"Quintanar de la Sierra";"QUINTANAR DE LA SIERRA";"QUINTANAR DE LA SIERRA";"605812058";"";"";"ernesto6300@hotmail.com";"";"";"";"7";"-3,0410061";"41,9817261";"";
"37/000408";"Hotel";"3ª - 3 Estrellas";"";"PUERTA CIUDAD RODRIGO";"Avenida PORTUGAL 2";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923051811";"672371232";"";"info@puertaciudadrodrigo.com";"www.puertaciudadrodrigo.com";"";"";"63";"-6,5322083";"40,60275";"";
"24/000597";"Hostal";"1ª - 1 Estrella";"";"LAS ERAS";"Avenida DEL PANTANO 57  1º";"24492";"León";"Cubillos del Sil";"CUBILLOS DEL SIL";"CUBILLOS DEL SIL";"678693018";"";"";"monica.menendez.m@gmail.com";"";"";"";"17";"-6,568668";"42,618841";"";
"05/000206";"Hotel";"3ª - 3 Estrellas";"";"EL MIRLO BLANCO";"Calle CTRA. CANDELEDA A MADRIGAL DE LA VERA (Cerro Crespo, parcela 13 poligono 16) KM.2.1";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920104000";"658693455";"";"emilio@gestoriaduque.com";"";"";"";"80";"-5,2592";"40,1152";"Si";
"49/000232";"Pensión";"Categoría única";"";"LAGUNA DEL VILLARDÓN";"Calle Los Palomares    D";"49137";"Zamora";"Villarrín de Campos";"VILLARRIN DE CAMPOS";"VILLARRIN DE CAMPOS";"630069865";"";"";"lagunadelvillardon@yahoo.es";"www.lagunadelvillardon.com";"";"";"18";"-5,640038";"41,794437";"";
